Participant_ID,File_Name,Session,List,Type_Trial,Trial_Nbr,Target,RT,Response_Trial,Comment,Date_Correction,Assessor_Name,Processed
62a19,62a19_session1_lista_naming_trial001_book.wav,1,a,naming,1,book,1289,correct,NA,Nov 29 2022 10:19:06,Pam,1
62a19,62a19_session1_lista_naming_trial002_tambourine.wav,1,a,naming,2,tambourine,1031,correct,NA,Nov 29 2022 10:19:23,Pam,1
62a19,62a19_session1_lista_naming_trial003_coat.wav,1,a,naming,3,coat,952,correct,NA,Nov 29 2022 10:19:39,Pam,1
62a19,62a19_session1_lista_naming_trial004_judge.wav,1,a,naming,4,judge,1938,correct,NA,Nov 29 2022 10:20:01,Pam,1
62a19,62a19_session1_lista_naming_trial005_circle.wav,1,a,naming,5,circle,901,correct,NA,Nov 29 2022 10:20:15,Pam,1
62a19,62a19_session1_lista_naming_trial006_pineapple.wav,1,a,naming,6,pineapple,962,correct,NA,Nov 29 2022 10:20:31,Pam,1
62a19,62a19_session1_lista_naming_trial007_koala.wav,1,a,naming,7,koala,1163,correct,NA,Nov 29 2022 10:20:51,Pam,1
62a19,62a19_session1_lista_naming_trial008_flower.wav,1,a,naming,8,flower,902,correct,NA,Nov 29 2022 10:21:14,Pam,1
62a19,62a19_session1_lista_naming_trial009_thumb.wav,1,a,naming,9,thumb,1023,correct,NA,Nov 29 2022 10:21:30,Pam,1
62a19,62a19_session1_lista_naming_trial010_arrow.wav,1,a,naming,10,arrow,923,correct,NA,Nov 29 2022 10:21:44,Pam,1
62a19,62a19_session1_lista_naming_trial011_pencil.wav,1,a,naming,11,pencil,839,correct,NA,Nov 29 2022 10:22:06,Pam,1
62a19,62a19_session1_lista_naming_trial012_tongue.wav,1,a,naming,12,tongue,959,correct,NA,Nov 29 2022 10:22:30,Pam,1
62a19,62a19_session1_lista_naming_trial013_hippo.wav,1,a,naming,13,hippo,893,correct,NA,Nov 29 2022 10:22:49,Pam,1
62a19,62a19_session1_lista_naming_trial014_hat.wav,1,a,naming,14,hat,817,correct,NA,Nov 29 2022 10:23:09,Pam,1
62a19,62a19_session1_lista_naming_trial015_tree.wav,1,a,naming,15,tree,859,correct,NA,Nov 29 2022 10:23:27,Pam,1
62a19,62a19_session1_lista_naming_trial016_queen.wav,1,a,naming,16,queen,971,correct,NA,Nov 29 2022 10:23:47,Pam,1
62a19,62a19_session1_lista_naming_trial017_kitchen.wav,1,a,naming,17,kitchen,942,correct,NA,Nov 29 2022 10:24:10,Pam,1
62a19,62a19_session1_lista_naming_trial018_goat.wav,1,a,naming,18,goat,1231,correct,NA,Nov 29 2022 10:24:26,Pam,1
62a19,62a19_session1_lista_naming_trial019_candle.wav,1,a,naming,19,candle,967,correct,NA,Nov 29 2022 10:24:43,Pam,1
